customer_id,amount,merchant_name,merchant_category,country,payment_method,velocity_1h,device_age_days,location_change,new_payment_method,account_age_days,merchant_anomaly,amount_anomaly,is_fraud,attack_type
CUST_89354,2827.93,White-Ponce,FOOD,IN,WALLET,4,939,0,0,1792,0,0,0,LEGITIMATE
CUST_39949,2967.15,King-Daniels,OTHER,GB,NET_BANKING,4,350,0,0,1724,0,0,0,LEGITIMATE
CUST_97177,22947.491959195322,Wallace-Joseph,TRAVEL,GB,WALLET,3,9,0,1,24,1,1,1,SYNTHETIC_IDENTITY
CUST_83608,14848.4,Barton LLC,FOOD,CN,NET_BANKING,10,0,1,1,2330,1,1,1,ACCOUNT_TAKEOVER
CUST_85748,1975.34,Beck and Sons,TRAVEL,US,NET_BANKING,3,147,0,0,2108,0,0,0,LEGITIMATE
CUST_46512,3669.91,"Rojas, Wright and Oneal",EDUCATION,IN,WALLET,1,653,1,0,2381,0,0,1,GEOGRAPHIC_ANOMALY
CUST_33647,2845.67,Vaughan-Harvey,GROCERY,GB,UPI,4,101,0,0,1149,1,1,1,TRANSACTION_ANOMALY
CUST_22026,2436.73,Gray-Perez,EDUCATION,US,NET_BANKING,3,768,0,0,2202,0,0,0,LEGITIMATE
CUST_52517,14964.050306918803,"Watson, Miller and Jones",EDUCATION,NG,NET_BANKING,10,6,0,1,9,1,1,1,SYNTHETIC_IDENTITY
CUST_45804,1386.07,Lane LLC,FOOD,NG,UPI,4,569,0,0,912,0,0,0,LEGITIMATE
CUST_97442,5009.76,Garcia-Rodriguez,ECOMMERCE,IN,NET_BANKING,2,338,0,0,1293,0,0,0,LEGITIMATE
CUST_37686,569.85,"Hall, Duarte and Luna",ENTERTAINMENT,GB,UPI,4,209,0,0,592,0,0,0,LEGITIMATE
CUST_26932,3223.08,"Washington, Thomas and Clark",ECOMMERCE,NG,CREDIT_CARD,3,103,0,1,1587,0,0,1,PAYMENT_METHOD_ABUSE
CUST_67176,2282.43,"Brown, Schmidt and Thornton",FOOD,CN,UPI,4,326,0,0,106,0,0,0,LEGITIMATE
CUST_25096,5614.24,Garza Inc,HEALTHCARE,IN,DEBIT_CARD,3,120,0,0,1689,0,0,0,LEGITIMATE
CUST_67240,1706.61,Kirk-Barnett,EDUCATION,US,WALLET,3,793,0,0,463,0,0,0,LEGITIMATE
CUST_54500,2436.93,"Kim, Flores and Hancock",TRAVEL,GB,CREDIT_CARD,2,957,0,0,937,0,0,0,LEGITIMATE
CUST_55793,1086.57,"Walker, Smith and Ferguson",ECOMMERCE,US,CREDIT_CARD,2,808,0,0,1468,0,0,0,LEGITIMATE
CUST_95918,2645.45,Wall Inc,EDUCATION,US,NET_BANKING,4,727,0,0,338,1,0,1,MERCHANT_ANOMALY
CUST_92210,2590.19,Pierce-Wyatt,OTHER,US,CREDIT_CARD,3,635,0,0,1324,0,0,0,LEGITIMATE
CUST_17362,3205.99,Ellis LLC,FOOD,NG,UPI,3,881,0,0,1471,0,0,0,LEGITIMATE
CUST_47627,6247.555423665611,Smith-Smith,EDUCATION,IN,NET_BANKING,20,490,0,0,344,0,0,1,VELOCITY_ABUSE
CUST_75715,22065.15,Edwards LLC,OTHER,IN,CREDIT_CARD,1,546,0,0,647,0,1,1,TRANSACTION_ANOMALY
CUST_67595,2118.96,Avila-Parker,TRAVEL,NG,UPI,4,823,0,0,2176,0,0,0,LEGITIMATE
CUST_54350,2130.92,Brown Group,HEALTHCARE,IN,CREDIT_CARD,4,320,0,0,2478,0,0,0,LEGITIMATE
CUST_43029,2070.32,"Martinez, Ruiz and Green",HEALTHCARE,US,CREDIT_CARD,3,347,0,0,2498,0,0,0,LEGITIMATE
CUST_95990,1931.17,Preston LLC,FOOD,US,UPI,3,862,0,0,1635,0,0,0,LEGITIMATE
CUST_26750,2189.49,"Hahn, Thornton and Page",EDUCATION,IN,WALLET,2,249,0,0,2186,0,0,0,LEGITIMATE
CUST_54791,1013.81,"Meyer, Marshall and Morrow",ECOMMERCE,US,DEBIT_CARD,1,549,0,0,2021,0,0,0,LEGITIMATE
CUST_80748,880.96,Henderson-Stewart,HEALTHCARE,IN,WALLET,2,215,0,0,2186,0,0,0,LEGITIMATE
CUST_91885,2117.42,Parker Group,GROCERY,NG,NET_BANKING,4,655,1,0,708,0,0,1,GEOGRAPHIC_ANOMALY
CUST_40671,3767.41,Stone PLC,ENTERTAINMENT,US,NET_BANKING,4,502,0,0,2217,0,0,0,LEGITIMATE
CUST_46932,4360.36,Wagner-Boone,EDUCATION,IN,DEBIT_CARD,2,923,1,0,1594,0,0,1,GEOGRAPHIC_ANOMALY
CUST_94040,4599.6,"Franklin, Payne and Johnson",FOOD,GB,WALLET,2,309,0,0,1998,0,0,0,LEGITIMATE
CUST_68893,3895.78,Henry-Bautista,EDUCATION,US,CREDIT_CARD,4,935,0,0,2132,0,0,0,LEGITIMATE
CUST_55820,3826.88,Cummings-Long,GROCERY,CN,NET_BANKING,1,413,0,0,139,0,0,0,LEGITIMATE
CUST_39430,4472.3,Wood and Sons,FOOD,GB,UPI,3,969,0,0,145,0,0,0,LEGITIMATE
CUST_71925,106.08,Parker-Hester,OTHER,CN,WALLET,3,250,0,0,598,0,0,0,LEGITIMATE
CUST_29597,4569.98,Dunn-Lewis,EDUCATION,NG,CREDIT_CARD,1,78,0,0,2277,0,0,0,LEGITIMATE
CUST_41252,3267.0838838649497,Stone and Sons,OTHER,NG,CREDIT_CARD,14,677,0,0,1749,0,0,1,VELOCITY_ABUSE
CUST_10205,4055.83,"Hoffman, Hernandez and West",EDUCATION,US,DEBIT_CARD,3,99,0,0,1475,0,0,0,LEGITIMATE
CUST_78951,5664.13,"Harris, Galvan and Mcclain",GROCERY,NG,NET_BANKING,4,412,0,0,2258,0,0,0,LEGITIMATE
CUST_43246,1078.9,Ritter-Bauer,TRAVEL,GB,UPI,1,820,0,0,96,1,0,1,MERCHANT_ANOMALY
CUST_15811,54897.19,Gutierrez-Owen,FOOD,NG,DEBIT_CARD,4,676,0,0,1473,1,1,1,TRANSACTION_ANOMALY
CUST_69988,4409.82,Smith-Rice,ECOMMERCE,NG,CREDIT_CARD,3,985,1,0,181,0,0,1,GEOGRAPHIC_ANOMALY
CUST_81176,1896.67,"Austin, Schmidt and Pearson",ECOMMERCE,GB,DEBIT_CARD,1,916,0,0,1969,1,0,1,MERCHANT_ANOMALY
CUST_26315,6625.43,Blair PLC,EDUCATION,CN,NET_BANKING,2,538,0,0,1537,0,0,0,LEGITIMATE
CUST_75211,3463.62,Olson-Spencer,ENTERTAINMENT,NG,CREDIT_CARD,2,588,0,0,1534,0,0,0,LEGITIMATE
CUST_48504,2736.93,"Stanley, Morrison and Thomas",FOOD,IN,UPI,4,200,0,0,1345,0,0,0,LEGITIMATE
CUST_68183,2450.51,Hawkins Ltd,GROCERY,CN,UPI,1,106,0,0,1469,0,0,0,LEGITIMATE
CUST_97973,704.77,Smith-Bailey,TRAVEL,GB,CREDIT_CARD,4,65,0,0,1693,0,0,0,LEGITIMATE
CUST_26545,1998.42,"Bennett, Holmes and West",HEALTHCARE,US,UPI,2,725,0,0,305,0,0,0,LEGITIMATE
CUST_68972,3206.83,"Rodriguez, Mathews and Hardin",OTHER,GB,CREDIT_CARD,4,351,0,0,1549,0,0,0,LEGITIMATE
CUST_95139,3989.34,Rivera-Wolfe,FOOD,US,CREDIT_CARD,4,965,0,0,1171,0,0,0,LEGITIMATE
CUST_83619,1484.29,Farmer-Holland,ENTERTAINMENT,GB,NET_BANKING,4,234,0,0,512,0,0,0,LEGITIMATE
CUST_26074,4528.33,Garcia-Thomas,OTHER,IN,DEBIT_CARD,1,859,0,0,585,0,0,0,LEGITIMATE
CUST_99381,36254.81,Coleman-Baldwin,ECOMMERCE,GB,WALLET,2,758,0,0,1339,1,1,1,TRANSACTION_ANOMALY
CUST_25907,299.69,Davidson Group,ECOMMERCE,US,NET_BANKING,3,508,0,0,853,0,0,0,LEGITIMATE
CUST_82305,2830.2,Wilson Group,FOOD,NG,WALLET,4,568,0,1,561,0,0,1,PAYMENT_METHOD_ABUSE
CUST_85353,29918.13,"Cooley, Schmitt and Elliott",TRAVEL,US,CREDIT_CARD,3,161,0,0,332,1,1,1,TRANSACTION_ANOMALY
CUST_66704,734.22,"Burch, Houston and White",FOOD,IN,WALLET,3,987,0,0,2089,0,0,0,LEGITIMATE
CUST_39552,1027.32,Snyder-Johnson,ENTERTAINMENT,NG,CREDIT_CARD,3,158,0,0,1447,0,0,0,LEGITIMATE
CUST_91922,3671.97,"West, Wilkins and Mercado",FOOD,NG,WALLET,2,205,0,0,1270,0,0,0,LEGITIMATE
CUST_96341,4457.574444800839,"Gardner, Harris and Russell",GROCERY,NG,CREDIT_CARD,28,696,0,0,1412,0,0,1,VELOCITY_ABUSE
CUST_93753,19827.86,Miller-Simpson,ENTERTAINMENT,IN,UPI,21,3,1,1,154,1,1,1,MULTI_SIGNAL_ATTACK
CUST_36741,4848.02,"Cuevas, Cooper and White",TRAVEL,NG,UPI,3,438,0,0,1423,0,0,0,LEGITIMATE
CUST_27139,1335.57,Lee LLC,FOOD,NG,UPI,4,283,0,0,1547,0,0,0,LEGITIMATE
CUST_28465,3427.53,Bender and Sons,ENTERTAINMENT,IN,NET_BANKING,2,863,0,0,426,0,0,0,LEGITIMATE
CUST_52917,1610.17,Smith Group,ECOMMERCE,GB,DEBIT_CARD,4,930,0,0,2396,0,0,0,LEGITIMATE
CUST_50441,2332.98,Wells LLC,GROCERY,IN,NET_BANKING,2,627,0,0,2067,1,0,1,MERCHANT_ANOMALY
CUST_16624,3370.49,Zamora Inc,OTHER,GB,UPI,4,167,1,0,1182,0,0,1,GEOGRAPHIC_ANOMALY
CUST_62855,3094.57,"Smith, Henson and Jackson",EDUCATION,IN,CREDIT_CARD,3,105,0,0,1528,0,0,0,LEGITIMATE
CUST_60639,2386.51,"Vega, Garcia and Walker",ENTERTAINMENT,CN,WALLET,1,433,0,0,2095,0,0,0,LEGITIMATE
CUST_58915,1205.51,"Adkins, Watson and Lewis",HEALTHCARE,NG,DEBIT_CARD,1,76,0,0,1418,0,0,0,LEGITIMATE
CUST_15100,2624.12,Martin-Wong,OTHER,GB,WALLET,2,365,0,0,591,0,0,0,LEGITIMATE
CUST_90356,2920.39,Knapp Ltd,EDUCATION,US,WALLET,3,549,0,0,1334,0,0,0,LEGITIMATE
CUST_76809,4273.76,Velasquez-Joseph,ENTERTAINMENT,CN,NET_BANKING,1,456,0,0,2210,0,0,0,LEGITIMATE
CUST_86507,27644.47,Gonzales LLC,OTHER,GB,UPI,13,3,1,1,1290,1,1,1,ACCOUNT_TAKEOVER
CUST_29369,176.6,Moore-Harris,FOOD,IN,DEBIT_CARD,2,452,0,0,1022,0,0,0,LEGITIMATE
CUST_36724,3908.63,Jones LLC,OTHER,NG,CREDIT_CARD,3,708,0,0,1710,0,0,0,LEGITIMATE
CUST_72701,2743.75,"Smith, Washington and Robertson",HEALTHCARE,CN,DEBIT_CARD,3,722,0,0,2182,0,0,0,LEGITIMATE
CUST_99226,6093.59,Hunter-Pruitt,OTHER,NG,DEBIT_CARD,3,260,0,0,1112,0,0,0,LEGITIMATE
CUST_49008,3162.49,Schmidt PLC,OTHER,US,UPI,3,324,0,0,1213,0,0,0,LEGITIMATE
